,Region,Customer_ID,Customer_Name,Gender,Age,Credit_Type,Credit_Amount,Interest_Rate,Loan_Term_Months,Start_Date,Payment_Status,Occupation,Account_Balance,region,district,district_population,branch_count,clients_in_district_rows,active_clients_district
4706,Qashqadaryo viloyati - Koson,69f6ca06-e14e-4a56-b3bd-c51ecf67bda0,Michael Carter,ayol,47,Avtokredit,329467020,11.75,48,2021-03-18,Kechikkan,Ishchi,4145415,Sirdaryo,Sirdaryo,115267,1,238,4878
4707,Jizzax viloyati - Jizzax,86277c86-2a98-4688-907a-794dab0e2c2a,Rhonda Ortiz,erkak,68,Biznes,190619073,11.36,36,2021-02-24,Kechikkan,Ishchi,81312239,Samarqand,Samarqand,79667,1,126,9757
4708,Qoraqalpog‘iston - Nukus,7259d891-2fb4-4d11-94c1-b94185c35cf8,John Rodriguez,erkak,33,Fermerlik,106339241,19.23,60,2023-06-05,Kechikkan,O'qituvchi,59844575,Qashqadaryo,Mirishkor,20029,1,59,673
4709,Buxoro viloyati - Buxoro,f9381782-1b16-4cfe-8b12-d2b0c1f5aae4,Samuel Lloyd,erkak,18,Biznes,402005699,16.21,12,2024-03-17,Jarayonda,Ishchi,20937027,Qoraqalpogʻiston Respublikasi,Nukus,550856,6,230,52910
4710,Jizzax viloyati - G‘allaorol,ebb5daec-d373-4c7c-8ded-e725e7902d99,Angel Garcia,erkak,29,Fermerlik,244716032,20.12,12,2025-06-23,Kechikkan,O'qituvchi,7747010,Toshkent shahri,Uchtepa,599036,6,85,57472
4711,Toshkent shahri,605d7bee-f174-4084-bc7a-fc4ff3038be3,Robert Smith,ayol,58,Biznes,224274109,13.25,36,2023-01-13,To'langan,O'qituvchi,85619433,Namangan,Pop,440092,4,239,25049
4712,Samarqand viloyati - Samarqand,8c23c521-5c5a-4724-8d91-8107c3f48d28,Shawn Owens,erkak,44,Avtokredit,42734847,17.56,36,2021-02-25,Kechikkan,Ishchi,15701351,Buxoro,G‘ijduvon,62601,2,233,6501
4713,Samarqand viloyati - Nurobod,4757f0a0-57ac-4884-8874-e7bbb9be30da,Chad Ross,erkak,69,Fermerlik,493067946,19.28,60,2025-05-09,Kechikkan,Ishchi,45525815,Fargʻona,Farg‘ona,152849,2,234,5735
4714,Qashqadaryo viloyati - Yakkabog‘,ccde7827-8e34-4413-a26c-356574d67826,Jay Bennett,erkak,43,Avtokredit,293740392,13.24,24,2025-07-26,To'langan,O'qituvchi,79058126,Jizzax,Do‘stlik,92508,1,249,6524
4715,Buxoro viloyati - Kogon,835f904b-a5c1-4ca6-9c72-39bd32a2a9fe,Timothy Rodriguez,ayol,47,Fermerlik,48466337,20.06,12,2022-04-11,Kechikkan,Fermer,44562259,Samarqand,Pastdarg‘om,105713,1,132,15720
4716,Qoraqalpog‘iston - Chimboy,fe88f255-2781-45fe-bf55-c6978f4c59a1,Richard Mcdaniel,erkak,50,Avtokredit,259385819,12.01,24,2021-05-31,Jarayonda,Boshqaruvchi,58180130,Namangan,Pop,440092,5,239,25049
4717,Xorazm viloyati - Xiva,19b9711f-9985-4f94-b7b9-a20eba037f19,Sharon Hamilton,erkak,44,Biznes,249270316,14.41,12,2022-09-16,Jarayonda,Tadbirkor,51321523,Qoraqalpogʻiston Respublikasi,Nukus,550856,7,230,52910
4718,Qashqadaryo viloyati - Yakkabog‘,28753565-23a7-4918-a99e-2601b74ab3b1,Jessica Johnson,ayol,19,Ipoteka,30055904,12.6,24,2023-03-04,To'langan,Ishchi,12422217,Surxondaryo,Denov,128469,1,219,5813
4719,Qashqadaryo viloyati - Beshkent,fc26a84a-8671-42c9-965d-ca6c851562c2,Michael Mitchell,ayol,51,Ipoteka,369906054,21.48,24,2025-02-05,To'langan,Fermer,67709828,Jizzax,Jizzax,78543,2,235,3949
4720,Qoraqalpog‘iston - Chimboy,eeabd86f-3e6a-428e-bf90-ed9466903b86,Sherri Scott,erkak,45,Ipoteka,496764753,14.32,48,2022-03-31,To'langan,O'qituvchi,50465479,Qashqadaryo,Qamashi,34978,1,71,5168
4721,Qoraqalpog‘iston - Chimboy,76f3c59d-3e04-44ea-b6aa-2765916074c7,Tyler Li,erkak,43,Ta'lim,88169970,20.22,72,2020-10-03,Kechikkan,Ishchi,16092707,Toshkent shahri,Mirobod,356475,5,104,9667
4722,Farg‘ona viloyati - Marg‘ilon,a9423d34-5c3e-43fc-bc6a-591e1393740b,Judy Savage,erkak,25,Avtokredit,459997149,17.99,36,2021-07-13,Kechikkan,Boshqaruvchi,79665719,Buxoro,G‘ijduvon,62601,2,233,6501
4723,Buxoro viloyati - Buxoro,175f2277-aa51-4f0b-8444-8efa58fac4c3,Mrs. Jasmine Perez,ayol,28,Ta'lim,431169866,19.5,24,2023-01-06,To'langan,Boshqaruvchi,15686005,Toshkent viloyati,Angren,132850,2,110,12454
4724,Samarqand viloyati - Nurobod,59d3c157-df8c-4aab-8b11-95312b848719,Melissa Davidson,ayol,50,Avtokredit,379106637,18.85,72,2020-11-28,To'langan,Tadbirkor,65062355,Sirdaryo,Sirdaryo,115267,1,238,4878
4725,Surxondaryo viloyati - Denov,d7f4ec3d-a8d8-421a-ad55-9897f32173b6,Jennifer Nelson,ayol,51,Biznes,176777794,10.49,48,2020-11-01,Kechikkan,Talaba,97389805,Jizzax,Jizzax,78543,2,235,3949
4726,Sirdaryo viloyati - Guliston,ae78254f-7ff0-4111-b2e4-80dad6745291,Michelle Hunt,erkak,18,Ta'lim,178217146,18.39,48,2022-12-02,Jarayonda,Fermer,65727325,Jizzax,Jizzax,78543,1,235,3949
4727,Samarqand viloyati - Nurobod,ddf9067e-3e0a-4ad8-92fa-5016526b11b8,John White,erkak,62,Ipoteka,46774941,24.4,72,2023-02-04,Jarayonda,Ishchi,80789544,Fargʻona,Qo‘qon,283539,4,211,26120
4728,Namangan viloyati - Chortoq,f728a149-9ac1-4694-9d3c-d94da85f925f,Kelsey Smith,erkak,53,Fermerlik,347277809,18.62,24,2022-11-08,Jarayonda,O'qituvchi,1822969,Jizzax,Do‘stlik,92508,1,249,6524
4729,Andijon viloyati - Shahrixon,e1a503fe-076b-46b4-9454-92f3c6354ce3,Megan Gay,ayol,56,Ipoteka,434668963,16.8,36,2021-10-11,Kechikkan,Ishchi,3299260,Qashqadaryo,Dehqonobod,8579,0,78,830
4730,Farg‘ona viloyati - Marg‘ilon,cab3247d-c055-437c-bfff-c84a1e12a188,Nicholas Gibson,ayol,50,Avtokredit,199048694,20.66,12,2022-11-13,Jarayonda,Talaba,37264457,Namangan,Pop,440092,5,239,25049
4731,Navoiy viloyati - Zarafshon,a32a0a58-e357-448b-a42b-299449d084f9,James Perry,erkak,52,Biznes,384681600,19.53,12,2025-02-09,Jarayonda,Boshqaruvchi,30694842,Namangan,Pop,440092,5,239,25049
4732,Qashqadaryo viloyati - Shahrisabz,31eff385-5b1b-4e35-8c51-38288964b684,Michael Strickland,ayol,54,Biznes,411475608,23.26,72,2024-08-16,Jarayonda,O'qituvchi,43646964,Andijon,Asaka,302451,3,236,42183
4733,Toshkent viloyati - Chirchiq,63904103-959f-4cb9-a24c-238dd4e38516,Wayne Kemp,erkak,67,Fermerlik,271508498,17.35,48,2021-08-04,Jarayonda,Talaba,43064461,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,2,241,14462
4734,Jizzax viloyati - Do‘stlik,1af6cade-1567-4890-9371-05740e45ad93,Amanda Delacruz,ayol,34,Ta'lim,330856557,16.08,60,2024-06-04,To'langan,Tadbirkor,24069082,Sirdaryo,Shirin,77686,2,255,9183
4735,Andijon viloyati - Asaka,2e9d03e6-936e-4878-88e7-3c4771866269,Justin Steele,ayol,69,Avtokredit,399668113,20.9,48,2025-08-01,Kechikkan,Fermer,64454541,Xorazm,Urganch,236963,2,257,4614
4736,Surxondaryo viloyati - Termiz,60e933ec-2abc-4b1a-b946-e884046dd0f4,Christopher Wilkinson,erkak,56,Avtokredit,479232055,12.75,60,2021-11-11,Jarayonda,Ishchi,26110105,Namangan,Namangan,54601,1,222,2839
4737,Jizzax viloyati - G‘allaorol,8472eadd-c792-455b-9c25-1ef8c93fcd6a,Connie Beck,ayol,31,Avtokredit,449776103,23.88,24,2021-07-22,To'langan,Tadbirkor,76799015,Namangan,Pop,440092,4,239,25049
4738,Qashqadaryo viloyati - Kitob,374c158c-dbf7-439e-8541-20846ecbb813,William Sanders,erkak,63,Avtokredit,181470209,12.94,60,2024-12-01,Kechikkan,Boshqaruvchi,84719855,Xorazm,Xiva,26077,0,243,1762
4739,Sirdaryo viloyati - Sirdaryo,c2ff5e09-d3df-4308-ae37-23e72b9a64b1,Steven Bradshaw,ayol,53,Ipoteka,392261386,10.19,24,2024-09-19,Kechikkan,Talaba,19114451,Jizzax,Jizzax,78543,1,235,3949
4740,Samarqand viloyati - Samarqand,9b463087-9cd9-4c01-b283-f5b89efe2015,Dawn Brown,ayol,44,Biznes,356426117,22.48,60,2021-03-24,To'langan,Fermer,31342883,Andijon,Asaka,302451,3,236,42183
4741,Surxondaryo viloyati - Denov,1da09d4e-6981-4ddd-b1ab-4c302e521584,Benjamin Carter,erkak,21,Fermerlik,118778920,20.23,12,2025-08-19,Kechikkan,O'qituvchi,10544561,Navoiy,Navoiy,40472,0,231,4876
4742,Qashqadaryo viloyati - Yakkabog‘,22ea98fa-03d8-41ce-be03-8bde19b22f66,Stephen Castro,ayol,27,Fermerlik,67515887,17.86,72,2024-01-15,Jarayonda,Boshqaruvchi,24315633,Buxoro,Kogon,49512,0,236,4431
4743,Xorazm viloyati - Yangibozor,4659d287-ad1f-4528-8dd6-cead8834c172,Michael Smith,ayol,70,Biznes,412798832,18.49,12,2022-04-24,Kechikkan,Ishchi,64023992,Navoiy,Zarafshon,20067,1,227,666
4744,Farg‘ona viloyati - Farg‘ona,7e2777eb-0213-410f-a178-af3ea0e8bdc5,Michael Johnson,erkak,69,Fermerlik,212820630,10.52,72,2021-06-04,Jarayonda,O'qituvchi,74405569,Xorazm,Xiva,26077,1,243,1762
4745,Jizzax viloyati - Jizzax,bf141b21-c0e6-4f48-8ead-0c0ad642e5ae,Joseph Cox,ayol,36,Avtokredit,11194538,10.99,48,2024-03-15,Kechikkan,Talaba,69053895,Xorazm,Yangibozor,315273,4,232,3499
4746,Navoiy viloyati - Navoiy,3fa96221-9bb8-414f-aff0-040c13195fc6,Nicholas Davis,ayol,57,Biznes,24897450,19.07,48,2025-07-08,Kechikkan,Ishchi,99365104,Andijon,Shahrixon,337056,3,228,20126
4747,Qoraqalpog‘iston - Nukus,7aa25d2c-9deb-4f69-8160-e4394beb8fd3,Jacqueline Price,ayol,49,Ta'lim,356099979,18.11,48,2022-03-06,To'langan,Tadbirkor,19193235,Buxoro,Kogon,49512,0,236,4431
4748,Navoiy viloyati - Navoiy,24f2cace-5d1e-4e40-af50-de6fd553e230,Kathryn Larson,erkak,25,Avtokredit,144209109,17.64,72,2023-02-10,Kechikkan,Fermer,80685381,Fargʻona,Farg‘ona,152849,3,234,5735
4749,Jizzax viloyati - G‘allaorol,0fdf7b1a-1007-4335-86c6-b8d040362ac9,Nicholas Harris,erkak,48,Ipoteka,49582015,21.33,48,2022-06-22,Kechikkan,Ishchi,16667296,Andijon,Shahrixon,337056,3,228,20126
4750,Andijon viloyati - Andijon,074a5515-81e9-47ff-af37-0bfaeb53129f,Jordan Miller,erkak,26,Ta'lim,497188568,15.48,60,2020-10-13,Kechikkan,Ishchi,49646940,Xorazm,Yangibozor,315273,3,232,3499
4751,Xorazm viloyati - Urganch,3aa15228-516e-4fa9-9c6a-cd91662a12b7,Andre Chavez,erkak,47,Fermerlik,119341248,17.54,24,2024-06-23,To'langan,Boshqaruvchi,30919250,Navoiy,Navoiy,40472,1,231,4876
4752,Xorazm viloyati - Urganch,ca124790-bd72-4c48-9fd4-7f4471526de7,Mr. David Molina,ayol,27,Ipoteka,209968410,21.95,12,2020-11-24,Jarayonda,Tadbirkor,63231187,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,1,241,14462
4753,Qoraqalpog‘iston - Nukus,7b6cd122-3e19-4be1-ac7a-08dd9eae5893,Jacob Dickerson,ayol,60,Avtokredit,80236422,11.28,60,2021-12-04,To'langan,Tadbirkor,21556306,Xorazm,Urganch,236963,3,257,4614
4754,Farg‘ona viloyati - Marg‘ilon,6bb01dc2-0a6c-4ddd-8856-d750701f52f7,Jordan Moore,erkak,27,Biznes,208230205,21.79,36,2024-06-04,Jarayonda,Boshqaruvchi,97587448,Qashqadaryo,Kitob,16310,0,77,1493
4755,Qashqadaryo viloyati - Shahrisabz,fcf6f0d9-bc41-427a-8bbb-754bc1466ac0,Jason Chavez,erkak,67,Ipoteka,45680694,15.85,12,2022-07-20,Kechikkan,Boshqaruvchi,55270753,Fargʻona,Qo‘qon,283539,3,211,26120
4756,Qashqadaryo viloyati - Kitob,bf5e08da-2f7c-4de5-a8d3-ddf36e9bcff2,Elijah Guerrero,ayol,31,Biznes,322748338,22.23,24,2021-05-31,To'langan,Talaba,45730213,Jizzax,Do‘stlik,92508,2,249,6524
4757,Andijon viloyati - Shahrixon,d06f1a10-84c8-434a-83cb-770a4403f85c,Julie Huerta,erkak,57,Fermerlik,458086082,11.2,48,2022-12-03,To'langan,Ishchi,5648521,Sirdaryo,Sirdaryo,115267,1,238,4878
4758,Samarqand viloyati - Kattaqo‘rg‘on,a0cefab7-139b-467f-b16b-e7763c41180a,Melinda Powell,ayol,58,Ta'lim,363749464,16.14,12,2022-03-05,To'langan,Talaba,1565998,Navoiy,Zarafshon,20067,0,227,666
4759,Andijon viloyati - Andijon,f578663c-73af-4e37-9aed-6793ba068c2f,Teresa Anderson,ayol,19,Ipoteka,173682387,10.32,48,2024-03-20,Jarayonda,Talaba,62336304,Surxondaryo,Denov,128469,1,219,5813
4760,Andijon viloyati - Shahrixon,6a8582b2-3a29-48a8-b9c6-d7caa8518f1d,Brandon Jones,ayol,44,Fermerlik,456386619,23.94,12,2021-03-12,Kechikkan,Ishchi,39932933,Xorazm,Yangibozor,315273,3,232,3499
4761,Surxondaryo viloyati - Sherobod,ed062bb1-7d9f-432b-bd40-f14eab47a2e4,Heather Mcdaniel,ayol,62,Avtokredit,146320305,16.49,12,2023-04-01,Jarayonda,Ishchi,78156340,Qashqadaryo,Dehqonobod,8579,0,78,830
4762,Farg‘ona viloyati - Farg‘ona,ab62b90d-4ec5-4df6-90a6-c3d17855673a,Teresa Lewis,erkak,23,Biznes,50109352,15.79,48,2021-07-29,Kechikkan,Ishchi,45262162,Fargʻona,Qo‘qon,283539,3,211,26120
4763,Namangan viloyati - Chortoq,64babd8d-e4d4-43e5-8299-279ba7f0bdae,Phillip Johnson,ayol,24,Ta'lim,360184460,15.99,60,2025-07-13,To'langan,O'qituvchi,23123397,Qashqadaryo,Qarshi,4115,1,64,91
4764,Xorazm viloyati - Xiva,95f18e16-1ba4-4535-8667-4ad5829afa65,Daniel Mendez,erkak,31,Ipoteka,353335780,10.91,60,2022-11-13,Kechikkan,Ishchi,85229005,Qashqadaryo,Koson,6646,0,81,876
4765,Namangan viloyati - Namangan,530732d4-82a9-410a-a614-727a23c0440c,Tammy Johnson,erkak,70,Biznes,209739664,10.66,12,2023-10-05,Jarayonda,Ishchi,40712042,Jizzax,G‘allaorol,17080,0,240,1129
4766,Farg‘ona viloyati - Farg‘ona,e7f010ae-c111-4f59-9a24-f843ebf5e58d,Ricky Ryan,ayol,41,Biznes,390401998,18.93,72,2021-03-25,Kechikkan,Boshqaruvchi,74253096,Toshkent viloyati,Bekobod,360270,5,102,12267
4767,Andijon viloyati - Andijon,4458928e-85b3-40e5-895f-ca8c83049e24,Sean Moss,erkak,47,Avtokredit,434223875,12.55,72,2023-09-20,Kechikkan,Boshqaruvchi,5082221,Toshkent shahri,Uchtepa,599036,7,85,57472
4768,Jizzax viloyati - Jizzax,01498986-2b67-406f-adf3-93dd74322837,Nicole White,erkak,45,Biznes,232018173,19.68,12,2021-08-07,Kechikkan,O'qituvchi,67181476,Surxondaryo,Termiz,162099,2,237,12944
4769,Qoraqalpog‘iston - Chimboy,c3746640-de62-4c59-9f39-9f276f050f20,Andrew Clark,erkak,29,Ipoteka,453696240,19.01,36,2020-12-16,Jarayonda,Talaba,72631959,Toshkent shahri,Yunusobod,461734,5,95,28107
4770,Toshkent viloyati - Bekobod,bd0ee8cb-a60b-4d2d-b8c6-6d5b2004c5d8,David Peterson,ayol,64,Ipoteka,335428710,11.61,72,2021-02-04,To'langan,Ishchi,41982814,Navoiy,Zarafshon,20067,0,227,666
4771,Qoraqalpog‘iston - Nukus,74c64877-e325-4be7-97f9-e05f65e4bad2,Jay Smith,ayol,57,Fermerlik,76390970,24.35,60,2023-11-22,To'langan,Talaba,57675834,Sirdaryo,Shirin,77686,2,255,9183
4772,Qashqadaryo viloyati - Beshkent,2f31da41-504b-4b9c-a18b-e7e321bc3424,Mary Collins,ayol,49,Fermerlik,225164015,20.15,24,2023-10-02,Jarayonda,O'qituvchi,15522361,Xorazm,Yangibozor,315273,3,232,3499
4773,Buxoro viloyati - Kogon,0a0ae1c7-e713-46a4-9188-39f8b504f25a,Timothy Anderson,ayol,33,Biznes,19290397,17.6,12,2023-05-16,To'langan,Talaba,89786742,Surxondaryo,Termiz,162099,3,237,12944
4774,Farg‘ona viloyati - Farg‘ona,991be1d7-94b8-4e84-bce9-2b9fc7695dcb,Cody Marks,ayol,22,Biznes,189220120,19.32,12,2025-08-09,Jarayonda,Ishchi,1897650,Namangan,Namangan,54601,2,222,2839
4775,Farg‘ona viloyati - Marg‘ilon,c0ae953e-2571-47df-bb0c-75b454f2a608,Christina Warren,erkak,46,Avtokredit,52264964,10.11,36,2023-01-30,Kechikkan,O'qituvchi,66671537,Samarqand,Kattaqo‘rg‘on,216959,2,117,23327
4776,Andijon viloyati - Andijon,f95f2cf1-7b31-494e-9de6-05c28da873f9,Gregory Ferguson,erkak,61,Avtokredit,316505543,24.72,12,2021-12-30,To'langan,Talaba,22054491,Fargʻona,Farg‘ona,152849,3,234,5735
4777,Qashqadaryo viloyati - Qarshi,f594b7ef-e687-4386-af26-70bdba597324,Steven White,erkak,26,Avtokredit,486456596,15.04,36,2023-08-06,To'langan,Ishchi,68925499,Namangan,Chortoq,210264,2,236,9822
4778,Surxondaryo viloyati - Denov,27e7b00c-48e7-4991-8d9b-0344aff686ac,Zachary Henry,erkak,28,Ipoteka,347833726,14.07,60,2024-09-18,Jarayonda,Fermer,26252871,Surxondaryo,Termiz,162099,2,237,12944
4779,Farg‘ona viloyati - Qo‘qon,3cd0df8b-11a8-4658-962f-d96e873f5ad5,Keith Chandler,ayol,22,Ipoteka,477398201,17.88,72,2023-02-27,To'langan,Boshqaruvchi,33554945,Andijon,Asaka,302451,4,236,42183
4780,Qashqadaryo viloyati - Beshkent,2ff8e83a-0db8-41b0-8838-68df41f5392f,Adam Jones,ayol,42,Avtokredit,324501424,16.79,48,2023-02-07,To'langan,Boshqaruvchi,22137184,Surxondaryo,Denov,128469,1,219,5813
4781,Toshkent viloyati - Angren,84ec39c2-f02c-4216-9058-670c5bdee1ef,Dr. Cassandra Love DDS,ayol,34,Avtokredit,440460060,20.74,36,2021-05-08,To'langan,Boshqaruvchi,99047391,Buxoro,Buxoro,1000,1,218,59
4782,Namangan viloyati - Namangan,fb49a85a-6ce3-40fd-b8c1-6cb81de604af,Mark Jenkins,erkak,45,Avtokredit,391793063,23.47,12,2021-05-16,Kechikkan,Tadbirkor,59307323,Xorazm,Urganch,236963,3,257,4614
4783,Buxoro viloyati - G‘ijduvon,f2fef0fc-9873-4d1a-a8d2-ca764f47aeba,Lisa Owens,erkak,39,Ta'lim,282756228,11.68,48,2024-07-21,To'langan,Tadbirkor,57901082,Toshkent viloyati,Bekobod,360270,5,102,12267
4784,Toshkent viloyati - Chirchiq,d4e9df82-2af8-4956-a3c7-7366833fda44,Jennifer Hardy,erkak,68,Avtokredit,374195288,12.45,12,2023-05-07,To'langan,Ishchi,54465802,Samarqand,Nurobod,41107,0,127,1459
4785,Qashqadaryo viloyati - Yakkabog‘,f64e9567-9965-45e8-8a6d-8eba8c793d5e,Taylor Ellis,ayol,70,Fermerlik,6495301,11.14,60,2021-11-08,Kechikkan,Boshqaruvchi,30824252,Samarqand,Oqdaryo,212559,3,113,26189
4786,Qashqadaryo viloyati - Koson,0b3eec21-8913-4762-be38-1b9e0263a31d,Christopher Herrera,ayol,41,Ipoteka,207615862,13.71,24,2022-01-07,Jarayonda,Boshqaruvchi,11220919,Surxondaryo,Termiz,162099,3,237,12944
4787,Xorazm viloyati - Urganch,f3141e86-2dc8-4eda-85fe-634d061da8ba,Mary Austin,erkak,70,Fermerlik,329078704,20.42,60,2025-03-15,Jarayonda,O'qituvchi,79037207,Sirdaryo,Shirin,77686,1,255,9183
4788,Farg‘ona viloyati - Qo‘qon,b0b5f534-b233-400f-9b2c-4ee528966505,Michele Mendoza,erkak,56,Biznes,482320490,21.74,48,2022-09-18,Kechikkan,Boshqaruvchi,63575755,Sirdaryo,Guliston,55176,2,235,4862
4789,Farg‘ona viloyati - Marg‘ilon,5636f640-e5f2-495a-986c-af9a71de2e8d,Karen Hall,ayol,61,Fermerlik,139191334,23.71,60,2024-02-20,To'langan,Talaba,51428057,Fargʻona,Marg‘ilon,251803,3,266,15042
4790,Namangan viloyati - Chortoq,7c46cd00-d184-440f-bfcf-31a3395d0b85,Kyle Davis,erkak,19,Ipoteka,247029507,21.63,48,2023-07-26,To'langan,O'qituvchi,84416646,Jizzax,G‘allaorol,17080,1,240,1129
4791,Jizzax viloyati - Jizzax,9b69fd69-25a9-41d3-a0eb-56983fa4e84d,Thomas Mathews,ayol,41,Ta'lim,406632707,13.92,12,2022-04-07,To'langan,Boshqaruvchi,92486610,Samarqand,Pastdarg‘om,105713,1,132,15720
4792,Xorazm viloyati - Urganch,81007dc7-1913-4f7e-a748-db0a23c46f60,Katherine Brown,erkak,30,Ipoteka,485319135,18.68,48,2021-08-27,To'langan,O'qituvchi,47956523,Fargʻona,Marg‘ilon,251803,4,266,15042
4793,Qoraqalpog‘iston - Chimboy,7d86822b-103e-4bd8-b5a4-0fd4ef481530,Benjamin Morton,erkak,42,Avtokredit,92132641,21.24,12,2022-07-15,Kechikkan,Talaba,10094812,Qoraqalpogʻiston Respublikasi,Chimboy,280515,3,257,13819
4794,Farg‘ona viloyati - Qo‘qon,949a3e27-444e-4a4f-a2aa-d5cfdaeae1a3,Michael Tapia,ayol,54,Ipoteka,64575179,11.77,72,2023-01-02,Jarayonda,Tadbirkor,99950596,Namangan,Chortoq,210264,2,236,9822
4795,Xorazm viloyati - Urganch,5b26c268-58ce-4f85-8d79-d4ee74088d07,Mr. Jason Blackburn,ayol,67,Fermerlik,82065299,14.44,12,2023-09-11,To'langan,Fermer,75260631,Sirdaryo,Shirin,77686,2,255,9183
4796,Sirdaryo viloyati - Shirin,01dda700-ea95-45bd-af49-1f6299c7328f,Amy Carrillo,ayol,70,Biznes,230427793,13.08,72,2025-03-06,Kechikkan,Ishchi,99305539,Namangan,Chortoq,210264,3,236,9822
4797,Buxoro viloyati - G‘ijduvon,30412e5d-39a2-4a42-9b99-bbdfa04dc4a9,Gina Thomas,ayol,58,Avtokredit,372978729,23.42,48,2021-01-31,Jarayonda,Ishchi,31482674,Navoiy,Zarafshon,20067,0,227,666
4798,Sirdaryo viloyati - Sirdaryo,61c05f76-c909-4ef0-b4de-dc56f0746f5c,Aaron Martin,ayol,50,Ipoteka,320887953,10.63,72,2023-02-16,Kechikkan,Fermer,82794708,Navoiy,Navoiy,40472,0,231,4876
4799,Andijon viloyati - Shahrixon,df879f8f-2a80-4c59-8ef4-820a911c4e93,Sarah Mccormick,erkak,68,Ta'lim,98306029,21.07,48,2021-03-28,Jarayonda,Fermer,4260416,Qoraqalpogʻiston Respublikasi,Nukus,550856,6,230,52910
4800,Toshkent viloyati - Angren,6c685de7-36e6-4e11-8943-5ec177295c45,Chelsey Singh,erkak,27,Ta'lim,450659567,20.33,36,2023-05-11,Kechikkan,Talaba,32431038,Qoraqalpogʻiston Respublikasi,Nukus,550856,7,230,52910
4801,Sirdaryo viloyati - Guliston,2427b5e1-3d68-4876-9f47-70d14699534d,Jacob White,ayol,26,Biznes,351997995,10.98,60,2024-05-20,To'langan,Fermer,50981138,Xorazm,Urganch,236963,3,257,4614
4802,Xorazm viloyati - Xiva,a27a230c-8907-4ab2-a12b-9e6576ae794f,Kimberly Simpson,ayol,57,Ipoteka,311543733,24.2,36,2021-10-29,Kechikkan,Boshqaruvchi,54924964,Toshkent shahri,Shayxontohur,680292,7,83,77932
4803,Qashqadaryo viloyati - Yakkabog‘,84752f8e-832e-4141-b76a-1cf69b5695ba,Elizabeth Jordan,erkak,31,Ipoteka,28684090,19.89,24,2022-06-20,To'langan,Tadbirkor,29073783,Navoiy,Navoiy,40472,0,231,4876
4804,Samarqand viloyati - Kattaqo‘rg‘on,7f8c3563-0675-4811-bb70-58915ddfa9be,Julian Hamilton,ayol,43,Ipoteka,414695365,11.2,48,2021-02-12,Kechikkan,Ishchi,11449408,Qashqadaryo,Dehqonobod,8579,0,78,830
4805,Surxondaryo viloyati - Sherobod,3deed4c8-97d7-4f8b-832f-2eb593726cfb,Wanda Johnson,ayol,65,Ipoteka,122268525,16.85,72,2022-10-05,Kechikkan,Fermer,50090760,Qashqadaryo,Dehqonobod,8579,0,78,830
4806,Qashqadaryo viloyati - Beshkent,767dabd8-c9b4-406f-8c21-676dbb916e16,Molly King,erkak,61,Avtokredit,308891032,12.35,12,2023-12-25,To'langan,Tadbirkor,62150479,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,1,241,14462
4807,Qashqadaryo viloyati - Beshkent,ec24e5da-1dcf-4570-b174-2f22feb74eea,David Wells,erkak,36,Fermerlik,425866290,15.12,48,2025-07-31,Jarayonda,Talaba,28073975,Qoraqalpogʻiston Respublikasi,Chimboy,280515,4,257,13819
4808,Namangan viloyati - Namangan,fc1b4238-e47c-4f3b-bfac-b549d833117e,Michael Ward,ayol,66,Fermerlik,466784836,22.36,48,2023-05-25,Kechikkan,Ishchi,21268742,Qoraqalpogʻiston Respublikasi,Chimboy,280515,3,257,13819
4809,Surxondaryo viloyati - Termiz,926d2561-d8a4-4669-94ca-b572931afc83,Stanley Brock,erkak,58,Fermerlik,19386658,15.95,48,2024-03-31,Kechikkan,Ishchi,2609056,Surxondaryo,Termiz,162099,3,237,12944
4810,Qoraqalpog‘iston - Taxiatosh,9d282dab-b06a-4f4d-8e5e-6a8409fa1e36,Mary Flores,erkak,40,Avtokredit,172355338,20.68,60,2022-09-17,Jarayonda,Talaba,2898139,Toshkent viloyati,Yangiyo‘l,9906,1,127,324
4811,Buxoro viloyati - G‘ijduvon,f4ce43fa-66c1-4035-a776-e3abe3184b14,Bruce Le,ayol,23,Avtokredit,32496734,19.28,24,2024-09-17,Jarayonda,Talaba,81092186,Navoiy,Navoiy,40472,1,231,4876
4812,Jizzax viloyati - Do‘stlik,6319bb97-2d1e-4df6-af6a-fbf323e1b039,Robert Williams,ayol,30,Ipoteka,161547618,21.1,60,2021-08-30,Jarayonda,O'qituvchi,44089998,Sirdaryo,Shirin,77686,1,255,9183
4813,Samarqand viloyati - Kattaqo‘rg‘on,5d7a7572-3632-448b-aac0-901b1150fed3,Jennifer Wilkerson,ayol,52,Biznes,37764731,12.99,60,2025-09-10,Kechikkan,Tadbirkor,27147356,Toshkent viloyati,Chirchiq,373498,4,131,24067
4814,Samarqand viloyati - Kattaqo‘rg‘on,71b67f91-faca-4f1e-bbdc-c4f6197829ba,Amanda Sims,erkak,46,Ta'lim,289959774,19.49,48,2022-06-17,To'langan,Fermer,55517991,Namangan,Pop,440092,5,239,25049
